1|2-3|原文|孫子曰：兵者，國之大事也。死生之地，存亡之道，不可不察也。
1|2-3|李零今譯|孫子说：軍事，是國家的大事。地形的死生之勢(死地、生地)，戰場上的存亡勝敗，不可不加以了解。
1|2-3|網絡今譯|孙子说：军事，是一个国家的头等大事，关系到国家的生死存亡，一定要慎重研究。
1|2-3|二十二子|孙子说：战争，是国家的大事。它关系到人民的死生，国家的存亡，不 能不认真考察研究。
1|2-3|Giles|Sun Tzu said:  The art of war is of vital importance to the State. It is a matter of life and death, a road either to safety or to ruin.  Hence it is a subject of inquiry which can on no account be neglected.
1|2-3|Jens|Master Sun said: Warfare is one of the major concerns of a state (it is the terrain determining life and death and the road leading to survival or destruction); it is imperative that it be examined.
1|2-3|Ames|Master Sun said: War is a vital matter of state. It is the field on which life or death is determined and the road that leads to either survival or ruin, and must be examined with the greatest care.
1|2-3|Конрад|Сунь-цзы сказал: война – это великое дело для государства, это почва жизни и смерти, это путь существования и гибели. Это нужно понять.
1|2-3|Виногродский|Сунь-Цзы сказал: Война – дело государственной важности. Война решает вопросы смерти и жизни, там можно выжить, можно погибнуть. Нельзя до конца не разобраться в этом предмете.
1|2-3|Малявин|Сунь-цзы сказал: Война – это великое дело государства. Она есть причина жизни и смерти, путь существования и гибели, а потому относиться к ней нужно с великим тщанием.
1|4-9|原文|故輕（經）之以五，效（校）之以計，以索其請（情）：一曰道，二曰天，三曰地，四曰將，五曰法。
1|4-9|李零今譯|所以憑下述五項衡量，通過計算，加以核實，弄淸情況：一是道義，二是天時，三是地利，四是將領，五是法規。
1|4-9|網絡今譯|通过五个方面的横向比较，得到详情：一是道，二是天，三是地，四是将，五是法。
1|4-9|二十二子|所以用以下五项来衡量敌我，通过计算，进行比较，从而探求 胜败情形：一是道义，二是天时，三是地形，四是将领，五是法度。
1|4-9|Giles|The art of war, then, is governed by five constant factors, to be taken into account in one's deliberations, when seeking to determine the conditions obtaining in the field. These are:  (1) The Moral Law; (2) Heaven; (3) Earth; (4) The Commander; (5) Method and discipline.
1|4-9|Jens|In order to probe the true nature [of a situation involving warfare] I order it according to the Five and make comparisons based on Calculations. The first is the Way, the second Heaven, the third Earth, the fourth the General, and the fifth the Law.
1|4-9|Ames|Therefore, to gauge the outcome of war we must appraise the situation on the basis of the following five criteria, and compare the two sides by assessing their relative strengths. The first of the five criteria is the way (tao), the second is climate, the third is terrain, the fourth is command, and the fifth is regulation.
1|4-9|Конрад|Поэтому в ее основу кладут пять явлений, ее взвешивают семью расчетами и этим определяют положение. Первое – Путь, второе – Небо, третье – Земля, четвертое – Полководец, пятое – Закон.
1|4-9|Виногродский|Выделим пять основных разделов. Чтобы разобраться в положении дел на войне, нужно сопоставить и оценить сведения, полученные в этих разделах. Первый раздел – это состояние Пути. Второй – это состояние Неба. Третий – это состояние Земли. Четвертый – это состояние полководца. Пятый – это состояние законов.
1|4-9|Малявин|Основа военного искусства всегда определяется пятью обстоятельствами, и при составлении плана военных действий надлежит вникать в их сущность. Эти пять обстоятельств суть следующие: Во-первых – Путь, во-вторых – Небо, в-третьих – Земля, в-четвертых – Полководец, в- пятых – Правила.
1|10-11|原文|道者，令民與上同意者也，故可與之死，可與之生，民弗詭也。(而不畏危)
1|10-11|李零今譯|道義，是指使人民與國君同心同德， 可以和國君一起死，可以一起生，而绝不違背；
1|10-11|網絡今譯|道，指上级和民众心志相通，可以同生共死，而不会惧怕危险；
1|10-11|二十二子|道义，是使人民与君主同心同德，因而可以让他们拼死，可以让他 们求生，而他们不会违背。
1|10-11|Giles|The Moral Law causes the people to be in complete accord with their ruler, so that they will follow him regardless of their lives, undismayed by any danger.
1|10-11|Jens|The Way is that which makes the people be of one mind with their ruler. Thus they is willing to die together with him as well as willing to live together with him, without being insubordinate.
1|10-11|Ames|The way (tao) is what brings the thinking of the people in line with their superiors. Hence, you can send them to their deaths or let them live, and they will have no misgivings one way or the other.
1|10-11|Конрад|Путь – это когда достигают того, что мысли народа одинаковы с мыслями правителя, когда народ готов вместе с ним умереть, готов вместе с ним жить, когда он не знает ни страха, ни сомнений.
1|10-11|Виногродский|Путь выражается в единодушии народа и правительства. Когда оно есть, народ легко пойдет на смерть за правителя. Люди отдадут свои жизни по распоряжению правителей. В состоянии единодушия вообще нет страха.
1|10-11|Малявин|Путь – это когда добиваются такого положения, при котором помыслы народа совпадают с устремлениями правителя и народ готов и умереть с ним заодно, и жить с ним заодно, когда никто не страшится смертельной опасности.
1|12-13|原文|天者，陰陽、寒暑、時制也。地者，高下、廣陜（狹）、遠近、險易、死生也。
1|12-13|李零今譯|天時，是指陰陽向背、天氣冷暖和四時變换 ; 地利，是指地形的遠近、 險夷、寬窄、死生;
1|12-13|網絡今譯|天，指阴晴寒暑、四季更替； 地，指远近、平坦艰险、开阔狭窄，和地形对部队安危的影响；
1|12-13|二十二子|天时，是看时日的阴阳、天气的冷暖、季节时令的变化等。地形，是看路程的远近，地势的险平，地域的广 狭，战地的死生。
1|12-13|Giles|Heaven signifies night and day, cold and heat, times and seasons. Earth comprises distances, great and small; danger and security; open ground and narrow passes; the chances of life and death.
1|12-13|Jens|Heaven is light and dark, cold and hot; that is, the regularities of the seasons. Earth is distant and near, steep and level, broad and narrow; that is, the terrains determining life and death.
1|12-13|Ames|Climate is light and shadow, heat and cold, and the rotation of the seasons. Terrain refers to the fall of the land, proximate distances, difficulty of passage, the degree of openness, and the viability of the land for deploying troops.
1|12-13|Конрад|Небо – это свет и мрак, холод и жар, это порядок времени.Земля – это далекое и близкое, неровное и ровное, широкое и узкое, смерть и жизнь.
1|12-13|Виногродский|Небо – это состояние погоды – ясное и пасмурное, холод и жар, порядок смены времен года. Земля – это удаленность и близость местности, опасность и безопасность перемещения, широкие или узкие дороги – это условия, из-за которых можно погибнуть, а можно остаться невредимым.
1|12-13|Малявин|Небо – это свет и мрак, холод и жар; таков порядок течения времени. [В войне побеждают благодаря тому, следуют ли этому или противодействуют.]
1|12-13|Малявин|Земля – это расстояния далекие и близкие, местность пересеченная и плоская, проходы широкие и узкие, позиции гибельные и спасительные.
1|14-15|原文|將者，知（智）、信、仁、勇、嚴也。法者，曲制、官道、主用也。
1|14-15|李零今譯|將領，是指指揮者的智慧、誠信、仁慈、勇敢、嚴明。法規，是指隊形编制、官吏委派、財務管理。
1|14-15|網絡今譯|将，指冷静睿智，赏罚有信，对部下真心关爱，勇敢果断，严格要求； 法，指组织层次结构，责权划分，资金物资调配。
1|14-15|二十二子|将领，是看其智谋、诚信、仁义、勇敢与严明。法 度，是看军队编制、任命官吏以及主管军需的制度规定。
1|14-15|Giles|The Commander stands for the virtues of wisdom, sincerely, benevolence, courage and strictness. By method and discipline are to be understood the marshaling of the army in its proper subdivisions, the graduations of rank among the officers, the maintenance of roads by which supplies may reach the army, and the control of military expenditure.
1|14-15|Jens|The General is cleverness, reliability, courage and sternness. Law is the organization of the army, the conduct of officials, that is, the decisions taken by the ruler.
1|14-15|Ames|Command is a matter of wisdom, integrity, humanity, courage, and discipline. And regulation entails organizational effectiveness, a chain of command, and a structure for logistical support.
1|14-15|Конрад|Полководец – это ум, беспристрастность, гуманность, мужество, строгость. Закон – это воинский строй, командование и снабжение.
1|14-15|Виногродский|Состояние полководца определяется качествами разумности, веры, человечности, мужества, строгости. Закон – это гибкость правил, понятность распоряжений и приказов, управляемость действий.
1|14-15|Малявин|Полководец – это мудрость, доверие, человечность, отвага, строгость.
1|14-15|Малявин|Правила – это воинский строй, командованиеи использование ресурсов.
1|16-17|原文|凡此五者，將莫不聞，知之者勝，不知之者不勝。故校之以計而索其情，
1|16-17|李零今譯|凡此五項，身爲將領，不可不加過問，知道的就能勝利，不知道的就不能勝利。所以通過計算，加以核實，弄清情況，就要問：
1|16-17|網絡今譯|对这五个方面，上级都必须十分清楚。清楚的能胜利，不清楚的不能胜利。所以，通过以上情况的比较，得知详细情况：
1|16-17|二十二子|以上五项，将领必要一一了解；能深刻了解的才能取胜，不能深刻了解的就无法取胜。所以通过计算，进行比较，从而探求胜败情形，
1|16-17|Giles|These five heads should be familiar to every general: he who knows them will be victorious; he who knows them not will fail.Therefore, in your deliberations, when seeking to determine the military conditions, let them be made the basis of a comparison, in this wise:
1|16-17|Jens|All generals have heard about these five; those who understand them gain victory, those who do not understand them do not gain victory. Thus in order to probe the reality [of a situation involving warfare]  I make comparisons baes on the Calculations
1|16-17|Ames|All commanders are familiar with these five criteria, yet it is he who masters them who takes the victory, while he who does not will not prevail. Therefore, to gauge the outcome of war we must compare the two sides by assessing their relative strengths. This is to ask the following questions:
1|16-17|Конрад|Нет полководца, который не слыхал бы об этих пяти явлениях, но побеждает тот, кто усвоил их; тот же, кто их не усвоил, не побеждает. Поэтому войну взвешивают семью расчетами и таким путем определяют положение.
1|16-17|Виногродский|Полководец должен уметь правильно оценивать состояния по пяти разделам. Если оценивает правильно – побеждает. Ошибочные оценки приводят к поражению. Задумывая войну, оцениваешь обстановку по пяти разделам, получая точный образ происходящего. Нужно точно понять и ответить на следующие вопросы:
1|16-17|Малявин|Каждый полководец должен досконально разбираться в этих пяти обстоятельствах военных действий. Тот, кто их понимает, одержит победу, а кто не понимает – победы не увидит. Вот почему при составлении плана военных действий надлежит вникать в соотношение сил,
1|18-24|原文|曰：主孰有道？將孰有能？天地孰得？法令孰行？兵眾孰強？士卒孰練？賞罰孰明？
1|18-24|李零今譯|國君哪一方有道義？ 將領哪一方有才能？天時地利哪一方能掌握？法規號令哪一方能執行？軍隊哪一方更强大？ 士兵哪一方更精銳？赏罰哪一方更嚴明？
1|18-24|網絡今譯|哪方的领导与部下心志相通？哪方的将领有能力？哪方占有天时地利？哪方的法令能够执行？哪方的士兵强健？哪方的士兵训练有素？哪方的赏罚分明？
1|18-24|二十二子|就要问：君主哪一方更有道义？将领哪一方更为贤能？天时地利哪一方能够掌握？军法政令哪一方能贯彻执行？部队实力哪一方更为 强大？ 士卒哪一方训练有素？赏罚哪一方更为严明？
1|18-24|Giles|(1) Which of the two sovereigns is imbued with the Moral law? (2) Which of the two generals has most ability? (3) With whom lie the advantages derived from Heaven and Earth? (4) On which side is discipline most rigorously enforced? (5) Which army is stronger? (6) On which side are officers and men more highly trained? (7) In which army is there the greater constancy both in reward and punishment?
1|18-24|Jens|I ask: Which ruler possesses the Way to the highest degree? Which general is most competent? For whom is Heaven and Earth most advantageous? By whom is the Law implemented most thoroughly? Whose troops are the strongest? Whose officers and soldiers are the best trained? Who distributes rewards and inflicts punishments according to the clearest criteria?
1|18-24|Ames|Which ruler has the way (tao). Which commander has the greater ability? Which side has the advantages of climate and terrain? Which army follows regulations and obeys orders more strictly? Which army has superior strength? Whose officers and men are better trained?Which side is more strict and impartial in meting out rewards and punishments?
1|18-24|Конрад|Кто из государей обладает Путем? У кого из полководцев есть таланты? Кто использовал Небо и Землю? У кого выполняются правила и приказы? У кого войско сильнее? У кого офицеры и солдаты лучше обучены? У кого правильно награждают и наказывают?
1|18-24|Виногродский|Какой правитель идет по правильному Пути? Какой полководец лучше? Кому благоприятствуют силы Неба и Земли? Где точнее исполняются приказы и распоряжения? Где сильнее войско? Где лучше обучены воины? Где понятнее система наград и наказаний?
